start	end	text
1588790	1590750	da sua criação. Os deuses
1590750	1592670	egípcios e os deuses cananeus
1592670	1594470	eles não faziam essa distinção.
1595110	1596850	Para eles deuses
1596850	1598690	e natureza eram uma coisa só.
1598910	1600970	Os deuses eram forças
1600970	1602610	presentes em todo lugar.
1603230	1604870	Com os seres vivos.
1605230	1606490	É o que a gente chama de
1606490	1608850	panteísmo ou panenteísmo.
1608890	1610690	Tudo é Deus. Ou tudo
1610690	1612670	está em Deus. Era a visão das
1612670	1614850	religiões daquela época. Que a natureza
1614870	1616610	era divina. Por isso Ele adorava
1616610	1618230	o boi, a vaca, o bode.
1618370	1620670	Por isso adorava o sol, lua, estrela.
1620770	1622590	Porque para eles os deuses
1622590	1624590	estavam misturados com a natureza.
1624630	1627210	Mas o nosso Deus é distinto da natureza.
1627270	1628470	Deus não é o mundo
1628470	1630450	e nem o mundo é Deus. Deus não é
1630450	1631450	a alma do mundo.
1632150	1633830	Como nas religiões pagães.
1635010	1636930	Ele é completamente diferenciado.
1637090	1638690	Aliás, foi isso que deu
1638690	1640330	origem a ciência moderna. Se vocês
1640330	1642170	nunca se perceberam do fato.
1642970	1644510	Já se perguntaram porque
1644870	1647050	a ciência moderna, ela nasce
1647050	1648970	na Europa cristianizada
1648970	1650110	período medieval.
1650630	1653150	Quando já existiam civilizações
1653150	1654210	mais antigas.
1654250	1656830	E de muito conhecimento como os gregos.
1656850	1658970	Como os egípcios.
1658970	1659450	A China.
1660470	1662710	Que são culturas
1662710	1664610	milenares. Bem antes da
1664610	1666510	Europa cristã medieval.
1667190	1668950	É porque todas essas
1668950	1670710	culturas eram panteístas.
1670990	1672730	Tentar entender a natureza
1672730	1674550	era mexer com o segredo dos deuses.
1675110	1676470	Porque os deuses
1676470	1677710	estavam em todo lugar.
1678450	1679990	O trovão era deus.
1680050	1681350	O raio era deus.
1682630	1685130	Thor, o deus do trovão.
1685170	1686390	Vai mexer com o trovão,
1686390	1687210	você vai mexer com Thor.
1687510	1689110	Quem quer mexer com esse deus?
1689290	1691370	Eu usei o deus mais popular por conta
1691370	1694830	das séries aí.
1695350	1696710	Mas o cristianismo
1696710	1697770	chegou e disse
1697770	1700510	no princípio criou Deus os céus e a terra.
1700710	1702050	Pode examinar a terra.
1702890	1704210	Foi Deus que criou.
1704870	1706130	Você não vai estar mexendo com Deus.
1706270	1708030	Examina para ver como é que Deus fez.
1708530	1710770	Todos os primeiros grandes cientistas
1710770	1712150	eles tinham base cristã.
1712290	1714810	Eles nos deram os modernos ramos da ciência.
1714950	1717050	Exatamente porque o cristianismo
1717950	1719310	desmistificou a natureza
1719310	1720810	e permitiu que o homem
1720810	1722670	começasse a analisar suas leis.
1722750	1724850	Criar a ciência e daí a tecnologia
1724850	1726130	para o bem da humanidade.
1726870	1728510	Hoje o cristianismo está sendo
1728510	1729850	afastado da academia.
1730550	1732650	Mas não pode negar a sua herança.
1732650	1734910	Os modernos ramos
1734910	1735950	da ciência moderna
1736450	1738410	nasceram exatamente do interesse
1738410	1740470	do homem descobrir como o universo funciona.
1740870	1742210	Isso só foi possível
1742210	1744990	porque o cristianismo desmistificou
1745910	1746630	desdeificou
1746630	1747410	a natureza.
1747470	1749770	E disse Deus não é a natureza
1749770	1751050	nem a natureza é Deus.
1751070	1753330	Deus criou toda a realidade.
1753710	1756170	Ele é distinto da sua
1756170	1757170	criação.
1757590	1759350	E é por isso agora
1759350	1761450	uma implicação para a época de Moisés.
1762650	1764170	Deus não aceita ser adorado
1764170	1765390	através da natureza.
1765450	1766890	Por isso que ele diz que não quer imagem.
1768030	1770710	Por isso que você não pode fazer representações de Deus.
1770750	1772450	Você não pode adorar um bezerro de ouro
1772450	1773390	como se fosse Deus.
1773430	1775670	Você não pode adorar o sol como se fosse Deus.
1775710	1777970	Você não pode adorar a lua como se fosse Deus.
1778050	1780670	Você não pode adorar o homem como se fosse Deus.
1780770	1782770	Porque ele é distinto da sua criação.
1784250	1785050	Importante esse ponto
1785050	1786930	para você entender o cristianismo.
1787010	1788730	Por que nós somos monoteístas
1788730	1789990	e não temos imagens?
1790750	1792630	É exatamente pela noção de Deus
1792650	1794230	por conta desses versículos aqui
1794230	1795110	no início de tudo.
1796970	1798470	Quinto, nós aprendemos
1798470	1800090	que embora Deus não faça
1800420	1802490	ele não é a sua criação
1802490	1804190	e não deve ser confundido com ela
1804190	1806090	entretanto ele está presente.
1807210	1808670	Nós vamos ver no verso 2
1808670	1810510	que o espírito de Deus
1810510	1812610	pairava sobre as águas.
1812650	1813430	Deus presente.
1813750	1816250	Ele não é a sua criação, mas ele age nela.
1816530	1817930	Ele está ativo nela.
1817950	1819690	Por isso que tudo lhe obedece.
1820410	1822410	Ao contrário das cosmogonias
1822650	1824890	ananitas onde os deuses do caos
1824890	1826650	traziam problema ao deus principal
1826650	1828630	Deus aqui é o Deus
1828630	1830450	transcendente que está sobre
1830450	1832570	a sua criação, trazendo ordem.
1833030	1834790	O espírito de Deus
1834790	1836410	pairava sobre a face
1836410	1837150	das águas.
1837670	1840170	E por último nós aprendemos a respeito
1840170	1842030	do nosso Deus que existe
1842030	1844290	uma pluralidade de pessoas
1844290	1845010	em Deus.
1845950	1847590	Verso 1 o Deus criou.
1847730	1850510	Verso 2 o espírito de Deus.
1850710	1852390	A palavra espírito
1852650	1854270	ruach em hebraico significa
1854270	1855410	vento também.
1855810	1858750	Só que não tem como traduzir vento
1858750	1860450	aqui no sentido de
1860450	1862450	sopro. A tradução
1862450	1864310	correta é o espírito
1864310	1865510	de Deus.
1865530	1868330	O espírito de Deus pairava sobre
1868330	1869850	a face das águas.
1870070	1872570	Mais adiante nós vamos
1872570	1874210	ler no verso 26
1875230	1876690	façamos o homem
1876690	1878910	a nossa imagem e semelhança.
1879290	1881150	Quem são estes?
1881190	1882390	Façamos é plural.
1882650	1884650	Ou no capítulo 3 verso 22
1884650	1886390	o homem se tornou como um
1886390	1887070	de nós.
1887870	1889890	Ou no capítulo 11 verso 7
1890390	1892490	desçamos e confundamos a linguagem
1892490	1894470	do homem no episódio da torre de Babel.
1894570	1896670	Aqui você já tem o princípio
1896670	1898430	a semente da doutrina de que
1898430	1900490	o Deus de Israel é uma
1900490	1902030	pluralidade de pessoas.
1903470	1904550	É um único
1904550	1906690	Deus, mas nele
1906690	1908370	você tem o espírito
1908370	1910710	e a palavra com a qual
1910710	1912010	ele criou todas as coisas.
1912650	1913850	No princípio do evangelho de João
1914530	1916650	no princípio era o verbo
1916650	1917910	verbo é a palavra
1918650	1920470	haja luz, haja isso
1920470	1922570	haja aquilo. No princípio era
1922570	1924490	o verbo e o verbo estava
1924490	1926490	com Deus e o verbo
1926490	1928050	era Deus.
1928230	1930290	Deus pai, Deus filho
1930290	1932530	e Deus espírito santo.
1932910	1934410	Vamos correr agora para aprender
1934410	1936630	o que Moisés ensina sobre o mundo.
1936850	1938290	Eu tinha pensado ingenuamente
1938290	1940590	que dois versículos dariam para fazer
1940590	1942130	dentro do tempo aqui, mas é muita
1942650	1943450	coisa que a gente tem.
1944170	1946490	Vamos lá. O que Moisés
1946490	1948090	ensina sobre o mundo?
1949970	1950530	Primeiro
1950530	1952030	que os céus e a terra representa
1952430	1954110	toda a realidade visível
1954110	1956490	e invisível. Quando ele diz os céus
1956490	1958590	se refere o sol, luas, estrelas
1958590	1960470	e terra, o nosso mundo observável
1960470	1962650	tudo que neles há. Segundo
1962650	1964150	que o mundo, tudo que existe
1964430	1966590	teve um começo. O mundo
1966590	1968070	não existiu sempre.
1968550	1970850	Ao contrário do conceito pagão
1970850	1972590	de que a matéria e a água
1972650	1974770	eram eternos e que os deuses
1974770	1976330	vieram de lá. Portanto
1976330	1978310	o mundo não é autoexistente
1978310	1980630	mas ele depende de Deus. Terceiro
1980630	1982330	o mundo não é divino
1982330	1984630	e nem Deus é o mundo. Já falei sobre isso.
1985930	1986450	Quarto
1986450	1988450	o mundo e tudo que nele há
1988450	1990630	foram criados em etapas
1991190	1992510	e não tudo
1992510	1994250	e todos de uma única vez.
1994430	1995630	Você vê que no verso primeiro
1995630	1998430	é dito que no princípio Deus criou
1998430	2000670	os céus e a terra. E no verso dois
2000670	2002530	diz que a terra era
2002650	2004090	sem forma e
2004870	2005610	vazia.
2005870	2008290	O primeiro ato de Deus foi
2008290	2010330	da massa informe
2010330	2011950	de água e terra
2012850	2014650	misturados. Água aqui
2014650	2016130	representada por
2016650	2018610	abismo ou fonte subterrânea
2018610	2020390	como é usado o termo no restante
2020390	2022510	da bíblia. Ela foi feita
2022510	2024470	ou tudo foi feito sem forma
2024470	2026490	não tinha ainda forma. Imagina
2026490	2028370	aquela massa de água
2028370	2030870	de terra em plena
2030870	2032490	escuridão. É chamado de
2032650	2034270	vazio porque não tinha ainda
2034270	2036590	vida. Não tinha seres que nela
2036590	2039030	habitavam. A escuridão
2039030	2040570	tomava conta de todas as
2040570	2042810	coisas porque Deus não tinha feito a luz
2042810	2043330	ainda.
2044510	2046590	Então no começo esse é o primeiro
2046590	2048270	passo. Deus cria a matéria
2048270	2050730	prima por assim dizer. A massa bruta
2050730	2051810	era criada ali.
2052890	2054570	Entretanto que é outra coisa
2054570	2056870	que nós aprendemos. O espírito
2056870	2058830	de Deus já se movia
2058830	2060850	sobre a face das águas. Perceba
2060850	2062530	verso dois. A terra era
2062650	2064390	sem forma e vazia. Havia
2064390	2066050	trevas sobre a face do
2066650	2068230	abismo. Que abismo é esse?
2068590	2069910	Resposta da frase seguinte.
2070250	2072310	E o espírito de Deus se movia
2072310	2074210	sobre o abismo.
2074370	2076590	Sobre as águas. A palavra abismo
2076590	2078690	aqui representa as águas.
2078790	2080670	Então toda aquela massa
2080670	2081710	sem forma
2082650	2084490	convoluta. Mas o espírito
2084490	2086370	de Deus se movia sobre eles.
2086430	2088550	Essa frase aqui. O espírito
2088550	2090390	de Deus se movia. Esse verbo
2090390	2092530	ele é usado várias vezes na bíblia
2092530	2094490	hebraica. Para significar
2094490	2096390	uma ave chocando
2096390	2098170	o seu ninho. Uma
2098170	2100290	ave gigantesca sobre
2100290	2102230	o seu ninho. Chocando
2102230	2104430	os ovos. Preparando para que eles
2104430	2106190	venham a luz. É o mesmo
2106190	2108450	verbo que é usado aqui. O espírito
2108450	2110370	de Deus sobre a criação.
2110390	2111810	Sobre a massa em forma.
2112410	2114230	Preparando para o próximo passo
2114230	2115630	que serão os seis dias.
2115970	2118670	Onde Deus vai criar tudo direitinho.
2118770	2119930	Que é o que nós veremos.
2120390	2121970	Na próxima mensagem se Deus
2121970	2123850	permitir. Espírito de Deus.
2124010	2126090	Isso significa que
2126090	2127990	no tempo certo e no
2127990	2129750	tempo apropriado
2130070	2132090	dentro dos seus planos Deus
2132090	2134090	haveria de fazer esse
2134090	2136390	mundo lindo, belo, maravilhoso
2136390	2137690	complexo, rico,
2138010	2140270	misterioso que nós temos
2140270	2142110	diante de nós e onde nós
2142110	2144150	vivemos. Algumas
2144150	2146150	aplicações práticas para terminarmos.
2146310	2148230	Primeiro. Receba
2148230	2149610	esse relato pela fé.
2150390	2152610	Aqui não se trata de um relato científico.
2152610	2154310	Não coloque a ciência em
2154310	2156050	curso de colisão com isso. Porque o
2156050	2157930	propósito da bíblia não é dar um
2157930	2159930	relato científico de como tudo
2159930	2161970	começou. Ele está dizendo que Deus
2161970	2163750	é o autor de tudo.
2164050	2166010	Não existe nada que não tenha
2166010	2168170	sido feito por Deus. E a
2168170	2169990	ciência não pode postular nada
2169990	2172250	que seja contrário a isso. E na verdade
2172250	2174470	a verdadeira ciência não postula
2174470	2176210	nada contra isso. Vocês tem que
2176210	2178070	fazer a diferença entre ciência
2178070	2180070	e o materialismo
2181450	2181890	naturalista
2181890	2184330	que tem dominado pesquisadores
2184330	2185630	e cientistas hoje.
2185810	2187850	Que já parte do pressuposto de que
2187850	2188950	não existe Deus.
2190890	2192030	O livro de Gênesis
2192030	2193990	ele não usa linguagem científica. Ele não foi
2193990	2195890	feito para isso. Ele foi feito para nos
2195890	2198050	dizer todos esses pontos que eu afirmei.
2198210	2199890	A matéria não é eterna.
2199930	2201810	Ela tem um princípio. Há um Deus que
2201810	2203690	sempre existiu. Criou todas as coisas.
2203830	2206270	É um Deus pessoal. Ele tem um propósito.
2206270	2208270	Ele é distinto da sua criação.
2208330	2210210	E ele criou o mundo através de
2210210	2211610	etapas. Não criou tudo
2212370	2214130	de uma vez, embora pudesse ter sido
2214130	2216270	feito. E ele fez isso
2216270	2217970	para mostrar que ele é o Deus de ordem.
2217990	2219630	O Deus que organiza todas as coisas.
2220570	2222230	Então os detalhes
2222230	2224090	disso nós podemos aprender alguma
2224090	2225370	coisa com a ciência, claro.
2226510	2228110	Podemos aprender alguma coisa à medida
2228110	2230030	que a gente investiga como o mundo funciona.
2230230	2232210	Nós podemos aprender. Mas nada que
2232210	2234090	possa contradizer isso que a
2234090	2236250	palavra de Deus nos diz. Por isso que hebreus
2236270	2238190	capítulo 11 verso 3 o autor
2238190	2240030	diz assim. E esse
2240030	2242450	seria o sumário do novo testamento.
2242870	2243990	Pela fé
2243990	2246370	entendemos que foi o universo
2246370	2248490	formado pela palavra
2248490	2250230	de Deus. De maneira
2250230	2252210	que o visível veio a
2252210	2254510	existir das coisas que não aparecem.
2254750	2256070	Pela fé
2256770	2258270	entendemos que o universo
2258270	2260390	foi formado pela palavra
2260390	2262290	de Deus. Isso aqui não é uma
2262290	2264150	matéria de ciência. Isso aqui é uma
2264150	2265010	matéria de fé.
2266270	2267910	Nós cremos que foi assim.
2268270	2270470	A ciência não pode provar
2270470	2271910	nem desprovar.
2272150	2274070	Nós recebemos como
2274070	2276050	revelação de Deus. Foi
2276050	2278050	assim que tudo começou.
2279050	2280110	Segunda aplicação
2280110	2282190	para você. Nós não temos
2282190	2284110	respostas para muitas perguntas.
2284170	2284950	Se você está
2286030	2288170	esperando ou se eu criei essa expectativa
2288170	2290350	de que nós vamos dar resposta para tudo é uma expectativa
2290350	2292230	falsa. Porque tem muita coisa que a gente
2292230	2293710	não sabe. Por exemplo, o tempo.
2294850	2296210	Deus criou o tempo
2296270	2298090	ou ele já existia? Deus
2298090	2300170	vive no tempo. O texto não
2300170	2302170	fala. A origem do mal.
2303090	2304170	Capítulo 3 nós já
2304170	2306210	vamos encontrar o diabo no jardim. De onde é
2306210	2308170	que ele veio? Os anjos
2308170	2309250	foram criados quando?
2309650	2312150	O texto não diz. Nós vamos
2312150	2314190	ficar com o que o texto diz.
2314290	2316110	Onde o texto se cala, a gente vai
2316110	2318190	se calar. Porque nós
2318190	2319930	não temos respostas
2319930	2321970	para questões. Porque o que Moisés
2321970	2324350	está informando aqui aos israelitas
2324350	2326190	era aquilo que eles precisavam saber
2326270	2328390	para entrar na terra com segurança
2328390	2330350	e dizer essa terra é nossa por direito.
2330430	2332170	O Deus criador de tudo nos
2332170	2335500	deu. Nós podemos especular
2335500	2337800	algumas coisas, mas respostas definitivas
2337800	2338660	nós não temos.
2339420	2341380	Terceira coisa. Gênesis
2341380	2343380	foi dado para você saber quem é Deus,
2343640	2345540	o que é o mundo, porque
2345540	2347360	que nós somos maus, porque que nós
2347360	2349340	precisamos de redenção e para
2349340	2351660	nos preparar para a glória eterna.
2351820	2353200	Leia Gênesis
2353200	2354820	com os olhos de cristão,
2355720	2356200	evangélicamente,
2356720	2358880	vendo ali o propósito redentor de Deus.
2359660	2360760	De qualquer forma,
2360760	2362820	esses versos iniciais do livro de Gênesis
2362820	2364520	ensinam que algumas
2364520	2367040	visões de mundo são incompatíveis
2367040	2368660	com a fé cristã e que
2368660	2370760	não dá para conciliar. Por exemplo,
2370760	2372820	que o mundo é dominado por duas forças,
2372820	2374480	o bem e o mal, chamado
2374480	2377020	às vezes de dualismo, às vezes de maniqueísmo.
2377080	2378600	É completamente incompatível.
2378680	2379740	Só existe um Deus.
2380160	2382880	A visão que às vezes o pessoal tem, que Satanás
2382880	2384520	tem o mesmo poder de Deus,
2384820	2386280	é um Deus ao contrário,
2386280	2388560	é contra isso aqui. Há um só Deus,
2388640	2390960	Satanás, um anjo caído,
2390980	2392580	criado por Deus, quando
2392580	2394420	a gente não sabe, mas nunca
2394420	2396700	é igual a Deus. Ou então
2396700	2398900	a ideia da eternidade da matéria,
2398980	2400580	que a matéria sempre
2400580	2402780	existiu. Precisa fé para acreditar
2402780	2404360	nisso, então eu prefiro criar num Deus,
2404420	2406520	crer num Deus criador como está aqui.
2407700	2408800	Outros vão dizer
2408800	2410460	que o mundo se
2410460	2412860	autopariu, se autogerou.
2412900	2414220	De repente, do nada,
2415740	2416540	apareceu alguma
2416540	2418460	coisa. Me diga uma coisa, precisa
2418460	2420460	mais fé para acreditar nisso
2420460	2423060	do que para acreditar no relato de Gênesis,
2423060	2424540	que o mundo se autogerou.
2425400	2426920	Como alguns cientistas
2426920	2428520	ateus têm dito hoje, porque
2428520	2429400	não tem explicação.
2430820	2431980	Não tem explicação.
2432820	2434780	Nós adoramos ao Deus criador
2435720	2436880	supremo, soberano
2436880	2438760	do universo, conforme
2438760	2440560	nos é dito nessa palavra.
2440840	2442660	Que nós nos curvemos diante dele nessa
2442660	2444760	manhã, que nós o adoremos.
2444800	2446540	Tudo isso é o palco
2446540	2448500	que ele armou para a chegada
2448500	2450160	do Senhor. Como é dito a respeito de Jesus,
2450300	2452300	por ele, para ele
2452300	2454520	são todas as coisas. Nós
2454520	2455800	vamos celebrar agora
2455800	2458400	a vinda do Filho de Deus, que vai
2458400	2459900	pisar no palco da história,
2460440	2462660	milênios depois de que tudo começou.
2463380	2464460	E ele veio para
2464460	2466060	ser o nosso Redentor.
2466460	2468400	Amém? Nós vamos orar e
2468400	2470520	em seguida passaremos a celebração
2470520	2474810	da ceia. Nosso Deus
2475030	2476290	nós bendizemos o teu nome,
2477690	2478570	porque tu és
2478570	2480770	o único Deus verdadeiro, autor
2480770	2481810	e criador de tudo.
2482510	2484090	Diante de ti nos curvamos,
2484990	2486650	agradecidos por tua revelação.
2487870	2488710	Agradecidos, ó Deus,
2488850	2490790	porque sabemos que estás
2490790	2492010	no controle de tudo.
2492770	2495110	E agradecidos porque o Senhor nos chamou
2495110	2496610	e abriu os nossos olhos
2496610	2499190	para nós entendermos o verdadeiro
2499190	2501010	Deus e a vida eterna mediante Jesus.
2501810	2502890	Abençoa o tempo que
2502890	2505010	teremos agora de celebração da ceia.
2505030	2506570	Por amor de Jesus.
2507110	2507670	Amém.
